DATE,DTWEXBGS
2023-02-16,120.4938
2023-02-17,120.5898
2023-02-20,.
2023-02-21,120.6705
2023-02-22,120.8904
2023-02-23,121.1348
2023-02-24,121.6304
2023-02-27,121.4665
2023-02-28,121.4065
2023-03-01,120.6963
2023-03-02,121.1967
2023-03-03,120.8531
2023-03-06,120.5949
2023-03-07,121.5364
2023-03-08,121.5306
2023-03-09,121.5307
2023-03-10,121.2924
2023-03-13,120.8944
2023-03-14,121.0358
2023-03-15,122.0832
2023-03-16,121.7344
2023-03-17,121.5752
2023-03-20,121.0546
2023-03-21,120.9481
2023-03-22,120.6877
2023-03-23,119.809
2023-03-24,120.503
2023-03-27,120.3227
2023-03-28,119.8059
2023-03-29,119.8398
2023-03-30,119.5304
2023-03-31,119.4828
2023-04-03,119.4623
2023-04-04,119.2988
2023-04-05,119.4385
2023-04-06,119.4597
2023-04-07,119.5033
2023-04-10,119.9292
2023-04-11,119.6822
2023-04-12,119.1829
2023-04-13,118.5922
2023-04-14,119.0301
2023-04-17,119.4406
2023-04-18,119.2797
2023-04-19,119.4828
2023-04-20,119.2958
2023-04-21,119.4921
2023-04-24,119.3979
2023-04-25,119.8047
2023-04-26,119.5323
2023-04-27,119.6293
2023-04-28,119.4312
2023-05-01,119.6311
2023-05-02,119.8009
2023-05-03,119.3301
2023-05-04,119.2332
2023-05-05,118.7707
2023-05-08,118.7938
2023-05-09,119.0325
2023-05-10,118.8055
2023-05-11,119.2363
2023-05-12,119.568
2023-05-15,119.3891
2023-05-16,119.4266
2023-05-17,119.8524
2023-05-18,120.3327
2023-05-19,120.0134
2023-05-22,120.3282
2023-05-23,120.558
2023-05-24,120.7176
2023-05-25,121.0812
2023-05-26,120.8713
2023-05-29,.
2023-05-30,120.8136
2023-05-31,121.2284
2023-06-01,120.3486
2023-06-02,120.2952
2023-06-05,120.3057
2023-06-06,120.2859
2023-06-07,120.1906
2023-06-08,119.9089
2023-06-09,119.7892
2023-06-12,120.0069
2023-06-13,119.5948
2023-06-14,119.1992
2023-06-15,118.981
2023-06-16,118.8586
2023-06-19,.
2023-06-20,119.3937
2023-06-21,119.1943
2023-06-22,119.2259
2023-06-23,119.6068
2023-06-26,119.5728
2023-06-27,119.3992
2023-06-28,119.8396
2023-06-29,120.0324
2023-06-30,119.8885
2023-07-03,119.7385
2023-07-04,.
2023-07-05,119.873
2023-07-06,120.325
2023-07-07,119.6019
2023-07-10,119.4908
2023-07-11,119.2556
2023-07-12,118.1838
2023-07-13,117.7307
2023-07-14,117.5952
2023-07-17,117.6944
2023-07-18,117.5985
2023-07-19,117.9361
2023-07-20,118.1357
2023-07-21,118.4822
2023-07-24,118.3569
2023-07-25,118.3581
2023-07-26,118.273
2023-07-27,118.4167
2023-07-28,118.311
